olay_id,tarih,mro_id,olay_turu,risk_seviyesi,kesinti_dak,maddi_kayip_TL,kvkk_ozel,shy145_72sa_uygunluk,mitre_tactic,mitre_technique,ek19_kontroller,etkilenen_hizmet_sayisi
CDSA-MRO-SDG-000613,2024-06-18,MRO-TR-173,usb_zararli_yazilim,2,1457,391018,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000614,2024-01-09,MRO-TR-001,shadow_it,3,351,28692,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000615,2024-12-16,MRO-TR-675,fidye_yazilimi,4,740,16692,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000616,2025-02-13,MRO-EU-266,oltalama_saldirisi,3,1432,7746,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000617,2024-11-02,MRO-TR-635,fidye_yazilimi,4,1532,16447,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000618,2025-12-15,MRO-TR-178,konfigurasyon_hatasi,4,1867,226399,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000619,2025-12-24,MRO-EU-269,ot_sistem_sizmasi,4,1492,54592,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000620,2025-02-09,MRO-EU-395,fidye_yazilimi,4,145,179810,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000621,2025-01-07,MRO-EU-663,oltalama_saldirisi,3,1795,410066,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000622,2025-05-29,MRO-TR-781,shadow_it,2,1259,209289,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000623,2025-08-14,MRO-EU-549,oltalama_saldirisi,3,1863,87819,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000624,2024-03-30,MRO-TR-675,yetki_iptal_eksikligi,3,556,298894,EVET,HAYIR,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000625,2025-12-15,MRO-TR-423,kalibrasyon_butunluk_ihlali,4,1781,61511,HAYIR,HAYIR,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000626,2024-07-27,MRO-EU-906,konfigurasyon_hatasi,2,1259,495695,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000627,2024-06-24,MRO-TR-830,sosyal_muhendislik,3,874,12630,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000628,2024-11-01,MRO-TR-044,yetki_iptal_eksikligi,3,1789,76165,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000629,2025-03-11,MRO-TR-600,tedarik_zinciri_kontaminasyonu,4,1627,412742,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000630,2024-11-13,MRO-EU-254,oltalama_saldirisi,3,1118,483834,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000631,2025-05-03,MRO-TR-953,ot_sistem_sizmasi,4,1027,31565,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000632,2024-03-09,MRO-EU-955,tedarik_zinciri_kontaminasyonu,4,1313,124114,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000633,2025-09-15,MRO-TR-503,shadow_it,2,1953,171666,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000634,2024-11-21,MRO-TR-195,fidye_yazilimi,4,1399,278101,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000635,2024-11-13,MRO-TR-038,fidye_yazilimi,4,932,48802,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000636,2025-06-05,MRO-TR-780,konfigurasyon_hatasi,4,719,472853,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000637,2025-12-29,MRO-TR-205,ot_sistem_sizmasi,4,448,384951,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000638,2024-11-03,MRO-TR-247,oltalama_saldirisi,4,12,184736,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000639,2024-02-03,MRO-TR-418,ot_sistem_sizmasi,4,1604,220412,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000640,2024-09-11,MRO-EU-909,hesap_ele_gecirme,4,1483,197405,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000641,2025-03-15,MRO-TR-043,konfigurasyon_hatasi,3,0,304321,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000642,2025-03-16,MRO-TR-781,oltalama_saldirisi,3,1842,469302,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000643,2024-06-09,MRO-TR-028,ddos_saldirisi,3,1644,423266,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000644,2025-11-28,MRO-TR-598,oltalama_saldirisi,3,942,364713,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000645,2024-05-06,MRO-TR-868,oltalama_saldirisi,3,1597,133724,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000646,2025-07-09,MRO-TR-633,usb_zararli_yazilim,3,1853,495196,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000647,2024-09-21,MRO-TR-620,portal_erisim_ihlali,4,1059,76141,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000648,2025-11-19,MRO-TR-425,konfigurasyon_hatasi,2,1699,241371,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000649,2024-02-04,MRO-TR-485,sosyal_muhendislik,3,1913,16874,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000650,2024-06-20,MRO-TR-036,kalibrasyon_butunluk_ihlali,4,932,142077,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000651,2024-11-18,MRO-TR-448,konfigurasyon_hatasi,3,1789,16586,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000652,2024-06-16,MRO-TR-715,egitim_sistem_manipulasyonu,3,479,201655,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000653,2025-01-13,MRO-TR-429,yetki_iptal_eksikligi,3,986,212506,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000654,2025-04-05,MRO-TR-914,ddos_saldirisi,3,904,189478,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000655,2024-03-11,MRO-EU-627,fidye_yazilimi,4,1240,423311,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000656,2025-09-15,MRO-TR-363,egitim_sistem_manipulasyonu,3,188,487282,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,2
CDSA-MRO-SDG-000657,2025-12-08,MRO-TR-158,egitim_sistem_manipulasyonu,3,1081,250648,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000658,2025-11-11,MRO-EU-386,oltalama_saldirisi,4,560,390858,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000659,2024-06-18,MRO-EU-857,yetki_iptal_eksikligi,3,1633,222780,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000660,2024-06-05,MRO-TR-322,oltalama_saldirisi,3,966,418351,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000661,2024-03-20,MRO-TR-185,ddos_saldirisi,3,1270,43025,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000662,2025-11-14,MRO-EU-679,hesap_ele_gecirme,4,1372,146474,EVET,HAYIR,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000663,2024-11-07,MRO-TR-451,sosyal_muhendislik,3,992,361513,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000664,2025-10-21,MRO-EU-617,yetki_iptal_eksikligi,2,953,332115,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000665,2025-04-06,MRO-TR-364,oltalama_saldirisi,4,1228,353391,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000666,2025-04-08,MRO-TR-598,konfigurasyon_hatasi,3,295,185051,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000667,2025-04-22,MRO-TR-684,usb_zararli_yazilim,3,653,120778,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000668,2024-02-29,MRO-TR-446,usb_zararli_yazilim,3,565,318229,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000669,2025-02-07,MRO-TR-281,is_emri_sahteciligi,4,428,334087,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000670,2024-08-04,MRO-EU-332,fidye_yazilimi,4,1754,325477,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000671,2024-12-17,MRO-EU-469,oltalama_saldirisi,4,1601,53148,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000672,2024-11-20,MRO-TR-444,shadow_it,2,308,496768,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000673,2025-10-08,MRO-TR-190,shadow_it,2,0,32902,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000674,2024-12-09,MRO-TR-874,is_emri_sahteciligi,4,1919,452670,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000675,2024-08-25,MRO-TR-696,hesap_ele_gecirme,4,399,317834,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000676,2024-07-09,MRO-TR-393,fidye_yazilimi,4,646,441030,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000677,2024-12-06,MRO-EU-565,is_emri_sahteciligi,4,155,75110,HAYIR,HAYIR,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000678,2024-06-06,MRO-EU-151,sosyal_muhendislik,3,1897,414673,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000679,2025-10-16,MRO-TR-570,fidye_yazilimi,4,1277,428668,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000680,2024-10-08,MRO-EU-646,sosyal_muhendislik,3,288,397947,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000681,2025-08-09,MRO-TR-805,sosyal_muhendislik,4,1682,203817,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000682,2024-09-09,MRO-TR-593,kalibrasyon_butunluk_ihlali,4,585,52262,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000683,2025-11-04,MRO-TR-580,konfigurasyon_hatasi,3,122,172887,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000684,2024-07-29,MRO-EU-219,is_emri_sahteciligi,3,227,483079,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000685,2025-06-06,MRO-EU-260,is_emri_sahteciligi,4,794,354053,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000686,2024-11-26,MRO-TR-873,kalibrasyon_butunluk_ihlali,4,1329,195907,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000687,2024-03-29,MRO-TR-689,is_emri_sahteciligi,4,758,433019,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000688,2024-04-12,MRO-EU-275,fidye_yazilimi,4,1163,7422,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000689,2024-08-21,MRO-TR-105,usb_zararli_yazilim,3,1650,14605,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000690,2025-12-30,MRO-TR-690,konfigurasyon_hatasi,3,686,484370,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000691,2025-08-22,MRO-EU-440,is_emri_sahteciligi,4,404,475781,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000692,2025-02-01,MRO-TR-793,oltalama_saldirisi,2,974,162253,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000693,2024-07-03,MRO-EU-951,portal_erisim_ihlali,4,1847,179947,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000694,2025-07-30,MRO-TR-303,oltalama_saldirisi,4,353,238951,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000695,2024-05-14,MRO-TR-109,is_emri_sahteciligi,4,155,30010,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000696,2024-08-04,MRO-TR-745,shadow_it,2,434,154918,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000697,2024-08-27,MRO-TR-028,kalibrasyon_butunluk_ihlali,4,1324,343184,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000698,2025-12-18,MRO-EU-738,kalibrasyon_butunluk_ihlali,3,957,460007,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000699,2025-02-28,MRO-TR-423,fidye_yazilimi,4,1084,59973,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000700,2024-08-03,MRO-TR-603,ddos_saldirisi,4,186,222281,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000701,2025-12-26,MRO-TR-309,usb_zararli_yazilim,4,326,459558,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000702,2025-01-15,MRO-TR-949,usb_zararli_yazilim,3,340,341603,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000703,2024-11-20,MRO-EU-391,shadow_it,2,1879,227942,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000704,2024-06-19,MRO-TR-080,oltalama_saldirisi,3,1202,439264,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000705,2025-02-04,MRO-TR-318,hesap_ele_gecirme,4,750,272641,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000706,2024-02-21,MRO-EU-433,usb_zararli_yazilim,3,1293,490740,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000707,2025-04-26,MRO-EU-789,hesap_ele_gecirme,4,689,133234,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000708,2025-02-01,MRO-TR-831,egitim_sistem_manipulasyonu,2,410,141141,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000709,2024-05-08,MRO-TR-204,egitim_sistem_manipulasyonu,4,1954,347985,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000710,2024-01-09,MRO-TR-417,oltalama_saldirisi,3,208,410186,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000711,2025-11-28,MRO-TR-781,fidye_yazilimi,4,1783,155806,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000712,2025-10-17,MRO-TR-484,hesap_ele_gecirme,4,236,60539,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000713,2025-01-28,MRO-TR-089,shadow_it,2,1433,291245,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000714,2024-01-18,MRO-EU-991,ddos_saldirisi,3,1320,386732,EVET,HAYIR,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000715,2024-08-24,MRO-TR-788,oltalama_saldirisi,3,1970,415621,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000716,2024-08-13,MRO-TR-522,usb_zararli_yazilim,4,1810,430868,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000717,2024-05-08,MRO-TR-174,shadow_it,2,1153,48593,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000718,2025-09-08,MRO-TR-128,ot_sistem_sizmasi,4,1425,19730,HAYIR,HAYIR,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000719,2024-12-03,MRO-TR-019,kalibrasyon_butunluk_ihlali,4,1230,342591,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000720,2024-06-02,MRO-TR-667,hesap_ele_gecirme,4,111,417754,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000721,2025-01-07,MRO-TR-288,yetki_iptal_eksikligi,4,1983,135632,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000722,2025-07-16,MRO-TR-790,tedarik_zinciri_kontaminasyonu,4,1614,135006,EVET,HAYIR,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000723,2025-11-03,MRO-TR-865,kalibrasyon_butunluk_ihlali,4,650,244711,EVET,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000724,2025-10-12,MRO-TR-081,is_emri_sahteciligi,4,1321,330251,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000725,2024-04-12,MRO-TR-599,kalibrasyon_butunluk_ihlali,4,482,24300,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000726,2025-11-12,MRO-EU-803,ot_sistem_sizmasi,4,1674,22692,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000727,2024-01-15,MRO-EU-942,konfigurasyon_hatasi,3,2000,404712,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000728,2024-11-11,MRO-TR-644,shadow_it,2,1838,157362,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000729,2025-06-17,MRO-TR-840,fidye_yazilimi,4,1337,396919,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000730,2025-02-10,MRO-EU-250,konfigurasyon_hatasi,2,196,71541,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000731,2024-02-05,MRO-EU-681,shadow_it,2,1938,46307,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000732,2024-11-17,MRO-EU-724,hesap_ele_gecirme,3,526,249934,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000733,2025-05-08,MRO-TR-146,ddos_saldirisi,3,143,141226,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000734,2025-02-02,MRO-EU-490,konfigurasyon_hatasi,3,354,57289,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000735,2024-02-17,MRO-EU-755,egitim_sistem_manipulasyonu,3,330,66941,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000736,2025-03-01,MRO-EU-229,usb_zararli_yazilim,3,112,256334,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000737,2024-02-21,MRO-EU-615,fidye_yazilimi,4,1922,471498,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000738,2024-04-19,MRO-EU-421,oltalama_saldirisi,2,238,228297,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000739,2025-06-03,MRO-EU-038,ot_sistem_sizmasi,4,1223,325703,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000740,2024-09-05,MRO-TR-645,egitim_sistem_manipulasyonu,2,297,295389,EVET,HAYIR,TA0009,T1565,4.3.1|7.4.1|3.2.1,2
CDSA-MRO-SDG-000741,2024-09-17,MRO-TR-613,egitim_sistem_manipulasyonu,3,978,318610,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,3
CDSA-MRO-SDG-000742,2024-12-11,MRO-TR-673,tedarik_zinciri_kontaminasyonu,4,1296,18483,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000743,2024-01-12,MRO-TR-251,ot_sistem_sizmasi,4,374,358683,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000744,2024-01-08,MRO-EU-932,kalibrasyon_butunluk_ihlali,4,616,54629,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000745,2024-03-18,MRO-EU-802,portal_erisim_ihlali,4,1715,53226,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000746,2024-01-17,MRO-TR-832,egitim_sistem_manipulasyonu,3,510,269525,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000747,2025-07-29,MRO-EU-536,fidye_yazilimi,4,1942,27753,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000748,2024-10-07,MRO-TR-106,ot_sistem_sizmasi,4,1103,402355,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000749,2025-01-02,MRO-EU-810,ddos_saldirisi,3,1486,417335,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000750,2024-11-14,MRO-EU-890,is_emri_sahteciligi,4,1693,129004,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000751,2024-11-26,MRO-TR-260,oltalama_saldirisi,3,577,107324,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000752,2025-10-05,MRO-TR-522,ddos_saldirisi,3,787,499361,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,4
CDSA-MRO-SDG-000753,2025-09-11,MRO-TR-364,konfigurasyon_hatasi,3,1039,19140,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000754,2024-12-25,MRO-TR-886,oltalama_saldirisi,3,284,185823,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000755,2025-03-16,MRO-TR-515,yetki_iptal_eksikligi,3,1493,290597,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000756,2024-10-10,MRO-TR-004,ot_sistem_sizmasi,4,169,151404,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000757,2024-07-09,MRO-TR-260,yetki_iptal_eksikligi,3,1887,294646,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000758,2024-12-13,MRO-TR-527,usb_zararli_yazilim,3,949,271634,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000759,2025-03-04,MRO-EU-226,tedarik_zinciri_kontaminasyonu,4,1728,287736,EVET,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000760,2025-08-08,MRO-TR-256,ddos_saldirisi,3,1851,50127,EVET,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000761,2024-12-30,MRO-TR-417,oltalama_saldirisi,3,1784,318572,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000762,2025-09-04,MRO-TR-365,sosyal_muhendislik,3,382,49472,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000763,2025-10-27,MRO-TR-935,sosyal_muhendislik,3,1251,28627,EVET,HAYIR,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000764,2025-09-22,MRO-TR-270,portal_erisim_ihlali,4,292,225722,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000765,2025-12-10,MRO-EU-850,usb_zararli_yazilim,3,112,370137,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000766,2025-11-05,MRO-TR-266,ot_sistem_sizmasi,4,1434,306900,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
